date,en,fr,sr,ja,it,da,tr,no,sv,nl,de,ca,ko,fi
2016-02-19,252201780,23642607,676241,37243919,18523312,784201,5145371,1005830,3110843,4756671,33809399,417410,2597906,1916831
2016-02-20,241983564,23657330,681030,40423523,18250616,894131,5206792,910521,3237772,4792642,33286381,384716,2555216,2032947
2016-02-21,265840183,26158869,756548,39884843,19654135,1279414,5507120,972675,3401765,5588166,38340377,476535,2710891,2115205
2016-02-22,281053185,26809557,749626,38115495,19334021,996328,4889941,984096,3180666,5472286,38649637,529464,2630640,2101493
2016-02-23,267725274,25914593,667630,37532268,18747226,1001731,4948180,966683,3014130,5201338,36967714,578715,2720201,2054209
2016-02-24,262386296,26064438,680541,36798937,18619631,972075,5205909,977876,3023640,5080808,37629830,533422,2670618,2016824
2016-02-25,260980282,25305658,642201,34944302,18519021,924531,5427594,927863,2931888,4969245,35929457,516043,2574627,2000546
2016-02-26,245263726,24033270,616960,35844171,17643097,862699,4954050,886129,2908443,4770047,33511748,410894,2549817,1939810
2016-02-27,234556490,23589141,581926,36707035,17825172,789553,5237210,963697,3000541,4251349,30149742,384464,2666609,2076187
2016-02-28,258673995,27124330,752763,37788422,21119213,898104,5600844,925032,3165040,5080322,38436853,527199,2746918,2143104
2016-02-29,293935437,26932206,666283,36924316,22593279,1051499,5201083,1164629,3332111,5307233,39710535,703998,2732253,2190450
2016-03-01,266638867,25693871,659104,35086961,19415779,975511,5092832,1125880,2999659,5274875,36487701,542492,3047749,2068621
2016-03-02,263293471,26127370,624579,36091283,18545808,1002405,5287329,1149008,3030247,5394187,35850918,609636,2504065,2041232
2016-03-03,263178571,25243135,619806,35249477,19054025,958343,5364575,1115053,3165847,5058634,35635106,512328,2401213,2048914
2016-03-04,251138775,24280369,603403,36250526,17564176,913163,4975978,1030615,3017878,4799430,33385273,398408,2373435,1960254
2016-03-05,241721072,23320089,599882,37217496,17867413,797075,5214427,876621,3089657,4369283,30649679,356648,2857385,1985659
2016-03-06,260785666,26778576,725999,39297519,20892057,1008558,5381857,1056991,3336833,5475475,39781766,469398,2884224,2191981
2016-03-07,271285555,26791532,636773,38215849,20563769,1031669,5099921,1745504,3190429,5235285,37732710,532174,2654617,3537440
2016-03-08,258425104,25729849,588294,36728372,18534194,988301,5217677,1534450,3186122,5118442,37176188,527925,2775306,2187332
2016-03-09,257578657,26637759,591520,37070725,18982610,957118,5219037,1143826,3122522,5070069,35852569,518185,2710828,2107020
2016-03-10,250068872,24640104,633670,34832417,17825542,917871,5497002,1148037,3189313,5054535,35513520,709980,2589272,2075146
2016-03-11,239428505,23177994,755212,34927428,17293523,1077200,4617608,1001062,3038221,4566687,32692972,397113,2409321,2001215
2016-03-12,227847654,21577601,866493,35463377,16289793,753216,5059896,1011083,3073402,3936912,29984310,323925,2676673,2146691
2016-03-13,248057656,25560864,799715,37210905,19240062,875121,5362764,991132,3202864,4884405,36148491,424394,3034532,2135798
2016-03-14,261924323,25740200,740724,37033811,18973514,950921,5343889,1139206,3244478,5116444,37444484,776788,2843146,2173933
2016-03-15,249843398,24790137,712362,35673191,18592697,915377,5225559,1092585,3123481,5249722,35998066,508220,2995221,2173652
2016-03-16,251223493,25637888,706572,35365228,18681274,907136,5401630,1073047,3070553,5061925,34511891,505528,2857263,2073234
2016-03-17,247638705,24004602,664485,34864485,17670735,891420,5416646,1038818,3007712,4824421,32328876,466519,2800968,2120941
2016-03-18,231929284,22075409,600724,35552062,16910748,791798,4742466,934055,3055673,4754525,32254252,342143,2621457,1970352
2016-03-19,220542415,21758359,610774,36964796,15979313,787481,5714607,783791,2974696,4449323,28912079,324650,2645145,2092529
2016-03-20,240502350,25951956,734916,37224170,18527621,920831,6317322,989986,3219186,5380428,34389813,412033,3222419,2225154
2016-03-21,252763129,25439369,665289,38160717,18837076,766511,5272915,893177,3022516,5508543,35755022,366211,2809919,2173282
2016-03-22,240114325,23792982,683010,35691019,18725619,689945,5283595,862244,3048970,4780766,33010839,331356,2817636,2280389
2016-03-23,236637085,24440285,700832,34877089,17820343,681716,5270240,799583,2813784,4925875,32879296,334372,2833766,2049255
2016-03-24,233711775,23850944,712789,33631443,18016835,829637,5493803,1012466,2764297,5264744,32330936,327482,2657775,1974557
2016-03-25,232185561,22963856,635339,33505575,17248359,866261,4987350,1073857,3007102,4756790,37809532,327523,2443886,2145389
2016-03-26,227308696,21198203,764425,34332758,16496783,773724,5559163,1014477,2707745,4145674,28237390,319868,2684366,2127446
2016-03-27,242242368,24247549,1061177,35806950,17366137,946857,5751484,1072763,3103789,5213058,34064608,382514,2938756,2239202
2016-03-28,261401980,27634760,992784,36061757,18622373,905109,5578775,1030757,2817517,5407031,37037338,465630,2819282,2262978
2016-03-29,255384415,25117031,988253,34551452,20623083,992967,5485049,1053826,2786408,5080848,37021202,524265,2912022,2238584
2016-03-30,247465256,25616251,790493,33959065,19816699,982633,5326803,1471509,2762399,4834092,35501401,521047,2685653,2162903
2016-03-31,241007634,24747286,618693,32981324,19037969,935114,5271341,1340261,2703022,4887248,33473487,601103,2583808,2198064
2016-04-01,231895897,22118845,587113,33572029,18353637,1015855,4925276,1021543,2693992,4293267,33280972,482273,2361848,2224000
2016-04-02,226095951,21430080,634695,35459665,16191069,782266,5175715,920235,2887937,4165235,28210764,328418,2478375,2004150
2016-04-03,246612722,23857660,654861,37974963,17896692,860436,5576545,1048308,3156395,4439510,32718759,427889,3061138,2243598
2016-04-04,261353883,25113052,628208,37023963,18163745,957984,5331524,1233525,3018444,5106074,35131564,513494,2801171,2166603
2016-04-05,255371954,24353808,628077,34715437,17986320,977704,5340034,1305381,3124346,5123635,35823865,536285,2750287,2197476
2016-04-06,256999315,24364021,640993,34441297,17613875,967024,5354887,1246340,3215510,5079891,34697850,544517,2663102,2157305
2016-04-07,250006184,23738617,621933,36436230,17407733,976740,5298484,1209767,3107425,4939162,34535505,524711,2773416,2118891
2016-04-08,240780622,22356237,584739,34124679,17300187,906422,4820311,1097922,3060144,4505878,32885258,411504,2602770,2023045
2016-04-09,230952517,21333870,662683,37475448,16269161,812620,5341177,946091,2822388,4156962,28774625,378882,2643723,2013727
2016-04-10,251342861,23277560,755439,39050175,17482386,847625,5643091,922618,2913326,4715578,34248122,556237,2980015,2087504
2016-04-11,262527959,24952102,656304,35203178,17798710,1034522,5294768,1128683,3036270,4860248,35052242,609747,2992784,2130843
2016-04-12,256188251,23858467,621542,34646612,17458330,977535,5419214,1091251,2957073,4917520,34938712,491429,2737366,2081005
2016-04-13,253213753,24485841,623190,35107009,17457653,962442,5239540,1104677,3020664,4994490,34230673,480469,3598994,2052268
2016-04-14,250288090,25722951,714267,35855635,16836305,1053246,5542736,1160843,3043290,4862710,33472265,492981,3164796,2044948
2016-04-15,237333229,26101682,606105,34457887,15637303,896223,4587462,1578864,3004925,4740089,32199759,386129,2729324,1971993
2016-04-16,223588274,25201026,555393,36051412,14868405,758073,4694240,816992,3051393,4378971,29363615,335721,2938132,1811387
2016-04-17,241987790,28209189,610901,39027295,16625323,852948,5156880,955357,3083579,5031555,35835286,427163,3056963,2212649
2016-04-18,256349699,28510215,655293,36098274,18331123,1005555,4878649,1152575,3237116,5216688,37018664,537619,2881081,2432959
2016-04-19,252334836,27488200,675360,35805696,17700854,972201,4945190,1124996,3101018,4925154,35925403,513068,2820344,2185608
2016-04-20,250852464,27633265,662764,34521627,17370739,939681,5341142,1086807,2955180,4686653,33983830,488040,2771563,2137257
2016-04-21,260133337,28088076,615237,35957751,17666403,953303,5573815,1146313,3199902,4716064,32816366,477894,2763303,2134745
2016-04-22,249076207,27451258,807969,34977651,16589040,976495,4752533,1057641,3145457,4502774,31106291,420037,2583526,2075464
2016-04-23,232323811,26834994,628676,36956487,16767323,1006586,4816272,833650,2887365,4373048,30383604,336025,2772800,1880595
2016-04-24,251566158,29136744,728989,38727682,17759742,921595,5083316,983075,3083028,5030237,36500300,447298,2990007,2073900
2016-04-25,261988295,26685382,724652,35847781,19064516,1157544,5034197,1155856,3107684,5004157,37815347,530061,2749934,2256861
2016-04-26,255178452,25267035,623599,35270657,18361326,1161371,5097903,1148589,3162285,4741883,37207651,512463,2724170,2247300
2016-04-27,251675502,25098939,588660,34805646,17760426,1070252,5419322,1284995,3163568,5073226,35618574,520165,2907181,2212706
2016-04-28,252253918,24551168,518162,33671785,17350118,963171,5616645,1141295,3097235,4753989,33600500,504312,2801427,2167656
2016-04-29,235333155,22562158,580151,35273643,16260221,891624,4763378,1040859,2892561,4539024,30106227,394001,2554080,1919051
2016-04-30,222542773,22395519,500254,35033851,16066235,770794,4944173,926786,2733625,4327831,27162052,363657,2713433,1743329
2016-05-01,241391608,25727578,591609,36456595,19254385,821629,5355095,1016198,2784638,4500423,33246280,424777,2829555,1964324
2016-05-02,260890463,24575108,684906,37031503,18488000,1030548,5173485,1154592,2942752,4720738,33155992,512597,2789207,2075938
2016-05-03,254610194,24058758,724988,39388155,18033194,924917,5153566,1126671,2972692,4591436,34253501,516896,2870364,2179341
2016-05-04,247941140,23082496,690303,39796135,17304537,891281,5383565,954266,2820268,4547866,30766958,556591,2472511,1862489
2016-05-05,242905182,22101000,632400,40938629,17215037,744960,5827091,915827,2470197,3994298,27960140,1163473,2513975,1830355
2016-05-06,236336998,21872571,604065,41567307,16386687,764133,5043841,904995,2581784,3852121,27205549,488001,2766364,1921183
2016-05-07,223246032,21223872,534666,40352890,15245162,701819,4803270,802137,2491752,3603392,24923706,356203,2665288,1776842
2016-05-08,242158949,24493937,642122,39854363,17127640,810301,4729620,914196,2727096,4095779,29788600,425539,2995293,2014357
2016-05-09,260607274,25950370,632576,39158800,18790861,919497,4999034,1054791,3032098,4995358,34484775,541430,2840557,2094901
2016-05-10,255842683,25698048,693540,38008254,18999939,986693,5210490,1148638,3020778,5346302,34856291,577379,3122032,2186305
2016-05-11,247444574,25461697,713966,36324361,18421607,940744,5136155,1080019,3227403,4945314,33130857,562870,2946945,2151612
2016-05-12,244961105,24234936,899694,35922624,17725864,1224813,6207369,1182260,3088817,4839452,32940254,760120,2713165,2144230
2016-05-13,234082081,22813181,707904,34947948,17336099,964961,4733915,1050697,3085227,4501185,30162250,415456,2605577,1950823
2016-05-14,225479744,22056013,724018,36868895,16177607,942477,4937712,1133568,3375424,4936170,28740143,396921,2803826,2107469
2016-05-15,247165065,23535034,855938,38350458,18437892,959513,5910188,978400,3159102,5471148,33982624,355977,3249826,2430484
2016-05-16,259369171,25797061,757045,37927874,18758562,986005,5171748,934413,3307457,5515816,37140349,481099,2968305,2157558
2016-05-17,254733024,23928724,678260,37192306,18052812,1033928,5177647,874219,3203946,5049147,34493261,595330,3015114,2199468
2016-05-18,254614683,24609832,615241,35116411,18088372,1032485,4876046,1127349,3113116,5183301,33326097,558631,2918789,2084815
2016-05-19,248668568,23449011,587058,37551645,18768224,905699,5835593,1154449,3122331,4901887,33191667,517357,2777439,2089659
2016-05-20,236046676,21049236,580903,35673583,16781658,857077,4919532,1088691,3015333,4773235,30505465,379721,2592104,1874211
2016-05-21,234167547,20339944,545836,36406324,15262631,803117,5226424,948850,2854554,4272787,25915054,345584,2702432,1919786
2016-05-22,246007304,26193695,634649,38871414,17268912,959586,6236516,1129858,2983244,5710595,31449616,500817,3221087,2119999
2016-05-23,261501272,25021260,738061,37124553,19866932,1025876,5103150,1264575,3184159,5701391,36851358,559394,2975867,2148231
2016-05-24,251787588,23888450,757562,36688367,18783638,990972,5575220,1256342,3047675,5438867,36197754,538504,3097193,2009079
2016-05-25,244033524,23539715,677444,36073292,17881532,977726,4997908,1078894,3138092,5164956,32972700,559068,2894499,2136642
2016-05-26,240865723,22369246,936690,36426878,17170375,878710,5273761,1043191,3030129,4693197,31297374,550417,2923859,1972841
2016-05-27,228592262,20747044,530027,36550756,16398868,767709,4950898,966766,2923305,4359659,30029116,371480,2723505,1889107
2016-05-28,219739986,21039532,571101,35881788,15575669,745310,4976250,877114,2744013,4141066,27742771,330293,2869804,1829704
2016-05-29,235891576,24643597,604772,38023008,19051244,777001,5121748,962999,2803999,5298536,34713202,440742,3240180,1886787
2016-05-30,252463692,25171328,599269,37021045,18565643,924496,4739577,1117906,2841970,5462075,36412192,540054,3032250,2010519
2016-05-31,253265642,24935543,604665,34309047,17549134,911541,4654528,1029411,2714812,5074969,34764286,680913,3063486,1908414
2016-06-01,248901189,25356775,631229,33921432,17215355,935562,4794163,1036954,2675522,5156193,34983668,536978,2893440,1664884
2016-06-02,241185957,24589222,713044,34562978,18791210,877922,4849148,1060328,2569100,5142006,34034841,822255,2903493,1736865
2016-06-03,234048378,21140023,860875,34971379,16994976,1216692,4348639,976100,2625151,4615848,31475057,878631,2806664,1689299
2016-06-04,228626696,21199525,734358,37022454,16974179,749948,4654648,760708,2538685,4184486,28640859,398734,2947480,1634195
2016-06-05,246702328,23511217,801037,39180313,17985352,920321,4513899,839268,2757897,4751625,33924936,432008,3099542,1847735
2016-06-06,254017496,22666194,648351,37408897,17595355,992497,4362726,1030389,2811924,4918466,35750510,528865,3744081,1753488
2016-06-07,246797333,22267060,596098,38335063,17220871,932778,4549918,1064078,2472359,4857492,34388087,490001,3152983,1684092
2016-06-08,242504016,22560312,568961,37227298,17077984,956669,4602055,1021654,2447198,4895294,34368504,677396,3062385,1730204
2016-06-09,238571379,21389153,573796,36305525,17831112,1108161,5175387,1032031,2320759,4753382,33490937,483968,3082485,1801213
2016-06-10,232617890,21158523,538040,35608357,16866984,937531,4630861,945569,2501985,4742578,30434743,434055,2844986,1813429
2016-06-11,227269657,22851615,517353,35815566,16173306,769649,4500702,994274,2661529,4820692,29011014,293068,3096513,1792186
2016-06-12,244813008,25724611,796484,39084897,17965507,907299,4640980,871630,2776425,5563287,35584187,375020,3517397,1872777
2016-06-13,258159156,26433995,697742,39508905,17853300,1404516,4457394,995657,2586237,5663362,36950889,526972,3231394,1853472
2016-06-14,254079280,25720319,686719,36543632,18494490,1073307,4650417,992564,2554940,5699351,36913971,547938,3280026,1789356
2016-06-15,246888728,24725101,679109,36368905,17115506,976597,4247683,908720,2448517,5361484,35069264,438716,3560044,1677600
2016-06-16,241274155,24757410,943591,37547114,17108568,1000606,4413604,897042,2783459,5014440,33723796,581972,3091811,1945228
2016-06-17,229181666,23086985,595847,36035990,16143933,841435,4296879,844316,2699559,4695354,32416909,330622,2736393,1755202
2016-06-18,221183237,20859430,546480,35180886,15426452,752156,3999226,809226,2783464,4551488,28517066,269199,2775855,1833470
2016-06-19,239549663,21614447,638671,38804237,18476047,847639,3990084,870681,2791561,4944834,34831529,300510,3193819,1949305
2016-06-20,256234564,22914231,607331,36849757,18137749,958618,4146999,875313,2458451,5484108,35108424,322143,2941419,1819657
2016-06-21,243966805,21885414,594403,37037978,17609337,814055,4207711,773363,2406413,5319258,34467107,256975,3010525,1684537
2016-06-22,242748001,20562510,532656,39127885,16496417,704467,4298233,801022,2350458,4823978,33104872,254148,2862157,1648293
