DATAFLOW,LAST UPDATE,freq,unit,waste,wst_oper,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FR,2016,96.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FR,2017,99.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FR,2018,96.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FR,2019,96.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FR,2020,90.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HR,2012,96.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HR,2013,88.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HR,2014,76.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HR,2015,89.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HR,2016,82.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HR,2017,83.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HR,2018,93.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HR,2019,74.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HR,2020,90.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HU,2009,94.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HU,2010,95.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HU,2011,95.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HU,2012,82,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HU,2013,87,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HU,2014,74.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HU,2015,86.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HU,2016,87.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HU,2017,84.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HU,2018,74.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HU,2019,80.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,HU,2020,83.4,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IE,2009,81.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IE,2010,84,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IE,2011,91.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IE,2012,91.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IE,2013,92.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IE,2014,97.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IE,2015,99.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IE,2016,94.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IE,2017,90.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IE,2018,94.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IE,2019,99.3,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IE,2020,96,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IS,2010,65.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IS,2011,85,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IS,2012,64.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IS,2013,71.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IS,2014,76,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IS,2015,83.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IS,2016,83.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IS,2017,83.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IS,2018,92.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IS,2019,89,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IT,2009,88.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IT,2010,87.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IT,2011,87.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IT,2012,91.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IT,2013,91.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IT,2014,87.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IT,2015,88.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IT,2016,88.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IT,2017,87.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IT,2018,87.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,IT,2019,88.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LI,2009,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LI,2010,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LI,2011,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LI,2012,100.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LI,2013,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LI,2014,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LI,2015,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LI,2016,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LI,2017,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LI,2018,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LI,2019,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LT,2009,73.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LT,2010,83.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LT,2011,83.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LT,2012,82.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LT,2013,87.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LT,2014,89.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LT,2015,87.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LT,2016,85,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LT,2017,86.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LT,2018,77.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LT,2019,77.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LT,2020,80.2,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LU,2009,94.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LU,2010,92.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LU,2011,94.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LU,2012,94.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LU,2013,94.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LU,2014,96.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LU,2015,92.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LU,2016,93.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LU,2017,93.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LU,2018,94.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LU,2019,94.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LU,2020,95.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LV,2009,74.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LV,2010,75,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LV,2011,75.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LV,2012,75.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LV,2013,75.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LV,2014,82.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LV,2015,78.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LV,2016,83.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LV,2017,86.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LV,2018,84.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,LV,2019,84.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,MT,2009,49.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,MT,2010,51.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,MT,2011,73.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,MT,2012,77.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,MT,2013,48.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,MT,2014,55.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,MT,2015,56.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,MT,2016,59.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,MT,2017,50.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,MT,2018,48.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,MT,2019,45.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,MT,2020,47.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NL,2009,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NL,2010,99.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NL,2011,99.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NL,2012,99.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NL,2013,99.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NL,2014,99.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NL,2015,99,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NL,2016,98.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NL,2017,98.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NL,2018,98.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NL,2019,99.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NO,2009,94.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NO,2010,96.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NO,2011,98.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NO,2012,98.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NO,2013,98.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NO,2014,99.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NO,2015,99.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NO,2016,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NO,2017,99.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NO,2018,97.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,NO,2019,104.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PL,2009,56.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PL,2010,71.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PL,2011,69,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PL,2012,73.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PL,2013,63.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PL,2014,76.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PL,2015,80.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PL,2016,76.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PL,2017,86.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PL,2018,92.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PL,2019,84,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PT,2009,87.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PT,2010,73.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PT,2011,75.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PT,2012,68.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PT,2013,75.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PT,2014,71.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PT,2015,64.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PT,2016,72.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PT,2017,76.3,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PT,2018,74.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PT,2019,79,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,PT,2020,74.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,RO,2009,73.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,RO,2010,73.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,RO,2011,68,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,RO,2012,70.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,RO,2013,76.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,RO,2014,83.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,RO,2015,89.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,RO,2016,93.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,RO,2017,93,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,RO,2018,91.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,RO,2019,69.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SE,2009,74.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SE,2010,69.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SE,2011,75.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SE,2012,76.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SE,2013,78.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SE,2014,79.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SE,2015,81.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SE,2016,81.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SE,2017,81.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SE,2018,77.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SE,2019,75,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SE,2020,78.1,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SI,2009,72.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SI,2010,75.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SI,2011,77,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SI,2012,80.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SI,2013,82.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SI,2014,82,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SI,2015,79.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SI,2016,82.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SI,2017,77.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SI,2018,83.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SI,2019,83.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SI,2020,93.5,be
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SK,2009,89.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SK,2010,52.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SK,2011,81.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SK,2012,85.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SK,2013,81,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SK,2014,80.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SK,2015,77.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SK,2016,78.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SK,2017,75.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SK,2018,77,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SK,2019,77.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,SK,2020,80,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,UK,2009,92.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,UK,2010,93.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,UK,2011,95.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,UK,2012,99.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,UK,2013,102.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,UK,2014,80.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,UK,2015,83.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,UK,2016,91.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,UK,2017,87.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,UK,2018,83.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,AT,2009,96.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,AT,2010,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,AT,2011,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,AT,2012,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,AT,2013,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,AT,2014,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,AT,2015,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,AT,2016,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,AT,2017,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,AT,2018,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,AT,2019,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,AT,2020,100,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BE,2009,87.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BE,2010,87.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BE,2011,92.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BE,2012,92.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BE,2013,91.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BE,2014,98.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BE,2015,98.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BE,2016,99.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BE,2017,99,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BE,2018,98.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BE,2019,99.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BE,2020,99.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BG,2009,30,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BG,2010,41.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BG,2011,39.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BG,2012,44.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BG,2013,41.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BG,2014,64.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BG,2015,60.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BG,2016,52.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BG,2017,65.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BG,2018,59.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,BG,2019,50.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CY,2009,18.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CY,2010,27.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CY,2011,38.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CY,2012,44.8,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CY,2013,45.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CY,2014,46.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CY,2015,63.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CY,2016,74.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CY,2017,76,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CY,2018,54.3,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CY,2019,51.1,be
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CZ,2009,71,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CZ,2010,76.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CZ,2011,70.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150102,RCV,CZ,2012,67.3,
